Service_Score,Online_Rating,Wait_Time,Cleanliness,Delivery_Ratio,Status
7.762183403069741,2.9040213987570187,52,4.837853195196487,0.9810899378703141,0
6.535354691895768,3.8667498068266934,38,6.6477489881260565,0.2812431525531539,1
9.119614698098292,3.7916109393018087,16,6.023595284294995,0.931058632050235,1
2.1982245439199133,2.1082860958018728,33,1.319043609218356,0.6369703527097662,0
2.805933321273352,1.2993387383116923,32,1.980098659968712,0.5333627409483286,0
8.63409416979563,1.3886608508265517,40,8.86699311119283,0.4845059955969361,0
6.950052938302782,1.0000695966468198,41,4.581260657648224,0.9879576744371542,0
5.647928794085056,4.058118130553357,31,4.986807943662364,0.3086418842975386,0
7.953224682924635,1.5426461951701858,16,6.023802519431742,0.0765170221752347,0
7.987807821871464,4.258128145004044,9,3.130564599582312,0.6048155382390552,1
5.993775962291787,2.1079437482794012,39,7.196882091061611,0.647590938715577,0
7.205784430671397,1.7023608609613907,39,6.063395324539123,0.5374790578102493,0
3.2422360794447838,2.8555618789588806,57,1.4524821537056005,0.7444336746045142,0
7.330283674981569,3.951223369705157,46,7.508970070892626,0.04575785884092032,0
4.595143670761063,4.387293351818972,22,5.901767904077236,0.9336257232469798,0
6.561180094325197,3.0844838854818293,17,5.800664201072143,0.5578241832953132,1
6.4070750977778985,2.1598664923610307,39,9.94081403906285,0.04907950614604906,0
6.49669013256587,2.6969453674652164,11,2.8560986446124,0.9929256726019331,0
7.3278399471529525,4.8194874704284265,59,3.9060235088347417,0.032258504801863874,1
1.6920001316444064,4.206119963053604,33,7.120986363895976,0.79000646008161,0
2.906720906373855,2.529205387310181,57,3.356374942128436,0.45462389729794594,0
3.6860605767440697,3.784154031492235,6,9.684520104132565,0.3300485228952592,0
9.694634832071614,2.702507596584021,11,8.353731357168396,0.571049949340026,1
6.918540796816697,4.116565660417329,28,3.663254933088589,0.4208562542644788,0
2.5667292055135604,2.1427499655005096,59,9.611812158130148,0.15776621246396383,0
7.135826996100215,2.6597515685692867,39,7.201772787213797,0.42366239023438457,0
8.56956611275837,3.4787384109426434,23,4.610998431911661,0.6978288982673587,1
9.100516016781905,1.6171800590047085,12,9.666595323853915,0.9360712386579174,1
2.871728935430613,3.9162183957571655,21,3.383190333430072,0.688572455966895,0
9.527991434814684,3.666060703368534,33,7.876356435759036,0.8170590504499324,1
3.085851269327611,4.945163252067838,50,6.6910707510811624,0.7785749094407723,0
2.3839722423829643,3.8881251791888247,9,7.994712174529469,0.00457848334543165,1
6.67689600960671,3.4959080257700132,56,5.237213640940597,0.9769369803111659,0
1.3291245339372855,3.3499900359189376,11,5.663129232257387,0.8179870640000476,0
8.16297310321737,3.6051408353867807,36,1.1255892544852295,0.3218036617836467,0
2.2852360023973968,4.833903660316961,52,7.9055903649151835,0.8016786733331657,0
1.7784191977370307,1.4399853945858094,29,1.687500214963939,0.2942623284296646,0
8.370806381218411,4.55218240548975,38,4.346031231054321,0.13520427191017703,0
9.669428601797105,2.287322293847899,49,4.282193759170036,0.2173106393542349,0
7.849179973413581,1.0182333330882685,50,9.241045905354767,0.0793445219908735,0
8.375110979491618,1.9393686034042084,24,2.7931267027375766,0.4662967359269312,0
9.43197429861537,3.102537295565998,56,9.268321931714507,0.6624435339990961,1
4.724566548024498,3.214235499732381,46,2.025774924701643,0.5342583095963991,0
3.8700800461796536,3.1891611213611974,32,7.729901754588574,0.5234806129683065,0
7.365546135663457,3.3626085569621207,35,2.313690979415122,0.3592790981907581,0
6.650743923716888,1.1286910301968853,32,8.851847069668121,0.5208426622548151,0
7.165184951093443,4.996898602625643,46,7.156896161721091,0.38171551328763587,1
7.418168105731955,2.70552566652967,37,9.627745594843748,0.4540350020870697,0
7.435050713720878,1.6381948855846185,38,1.5723767207084705,0.35921508813144487,0
2.9980416083279358,1.8916708531122008,49,3.2386005397657165,0.9504620614070599,0
1.7488356813998043,3.8866931561629743,36,5.880339462361806,0.8393279284805687,0
5.503601499037862,2.332962714441544,12,2.9472632934167873,0.18971168910953295,0
9.460923422668643,3.2509758816570398,25,2.425000242515206,0.5382103973908419,0
7.610232329880416,4.811779116873781,32,8.618377035457277,0.9408695619336362,1
2.4802693308781105,2.8613377220738845,42,7.29883902586179,0.5846045516612093,0
1.5985609786916073,3.241360670976834,44,3.4592695849999147,0.2622017381298364,0
6.247536822969961,2.240989842491607,17,4.496820390275275,0.6417836197691745,0
6.249604866527621,3.9123389056664335,19,8.019336479855408,0.2725788423327178,1
7.069282086507453,3.882640587552936,47,6.343761656363669,0.8312623982386588,0
3.181119163268945,2.574862809226391,55,4.867432323118294,0.8093105753249438,0
5.04210789224257,2.507990967921376,9,8.12415290126409,0.6483661781373965,0
7.29129363274749,3.6994313889122132,19,1.6166503112001926,0.7823125288101536,0
2.4274299433662683,3.6984560806590645,7,4.294458076747922,0.16215010672497243,0
2.6855739644236287,4.390367370282471,34,5.133802304855974,0.2355443796342379,0
4.949434186643003,4.879200011581993,26,8.505191960393862,0.3289150173125144,1
3.2544206162859624,2.188698320605517,54,5.708238719063408,0.09567544600436761,0
9.275471383626757,2.3610027955190085,16,9.465050034899038,0.8184051111373494,1
2.7091044999422635,2.4498359801145027,18,1.6942976578317088,0.6215451829128645,0
4.597388263062741,3.295242515968027,23,9.993926310387668,0.0013318126703479871,0
8.357231970401708,2.1510519832537356,39,9.907868076640428,0.33162710874351264,0
1.3456383415013398,3.3820881581922833,12,8.279862248259096,0.6414515730899168,0
7.013049454257252,3.1254534946171244,11,8.878197225861404,0.6806159846579806,1
1.1263827770466772,1.773199628184749,56,8.793179894022131,0.7096673963867978,0
9.35349962979225,4.107073071086792,50,2.3601455223282164,0.9186768443545652,0
2.0277819366041787,4.066272731936202,40,9.363049367828246,0.11996618792241853,0
2.3668681984454083,1.3701387242860994,37,7.080666139897919,0.3830760228821035,0
6.477625224180432,3.3606554831790496,56,6.373845830982952,0.20448502704664784,0
8.625306506087146,3.5515230950185015,12,9.89967784360841,0.8272189815629504,1
4.927349126198811,1.4007555755146952,5,3.287890028213165,0.03776146339715969,0
5.188475080330419,1.8734393508325708,8,9.937097988371523,0.1706535596637807,1
8.526858159689404,3.9238988511826878,42,9.963573398524066,0.4861954628362376,1
5.586815400962485,1.9224101819682384,58,9.26745667569795,0.039920273970454945,0
5.14600651858551,1.763773287928085,10,3.2342115239564873,0.5026984577137297,0
3.6427301313590914,1.3970910194730668,48,1.0791488812173204,0.9858745124579081,0
4.261795004030416,3.1105942262645323,30,4.837148628156883,0.9272249089375617,0
